Código,Descripción,state,year,USD
331,Industrias metálicas básicas,Ciudad de México,2012,64363
331,Industrias metálicas básicas,Ciudad de México,2013,50159
331,Industrias metálicas básicas,Ciudad de México,2014,276312
331,Industrias metálicas básicas,Ciudad de México,2015,57361
331,Industrias metálicas básicas,Ciudad de México,2016,44063
331,Industrias metálicas básicas,Ciudad de México,2017,43001
331,Industrias metálicas básicas,Ciudad de México,2018,42289
332,Fabricación de productos metálicos,Ciudad de México,2007,127742
332,Fabricación de productos metálicos,Ciudad de México,2008,152494
332,Fabricación de productos metálicos,Ciudad de México,2009,123333
332,Fabricación de productos metálicos,Ciudad de México,2010,167493
332,Fabricación de productos metálicos,Ciudad de México,2011,147348
332,Fabricación de productos metálicos,Ciudad de México,2012,127067
332,Fabricación de productos metálicos,Ciudad de México,2013,121247
332,Fabricación de productos metálicos,Ciudad de México,2014,110653
332,Fabricación de productos metálicos,Ciudad de México,2015,93660
332,Fabricación de productos metálicos,Ciudad de México,2016,77513
332,Fabricación de productos metálicos,Ciudad de México,2017,81389
332,Fabricación de productos metálicos,Ciudad de México,2018,95881
333,Fabricación de maquinaria y equipo,Ciudad de México,2007,42524
333,Fabricación de maquinaria y equipo,Ciudad de México,2008,54531
333,Fabricación de maquinaria y equipo,Ciudad de México,2009,35772
333,Fabricación de maquinaria y equipo,Ciudad de México,2010,47539
333,Fabricación de maquinaria y equipo,Ciudad de México,2011,56844
333,Fabricación de maquinaria y equipo,Ciudad de México,2012,55544
333,Fabricación de maquinaria y equipo,Ciudad de México,2013,55815
333,Fabricación de maquinaria y equipo,Ciudad de México,2014,63220
333,Fabricación de maquinaria y equipo,Ciudad de México,2015,49196
333,Fabricación de maquinaria y equipo,Ciudad de México,2016,59055
333,Fabricación de maquinaria y equipo,Ciudad de México,2017,35818
333,Fabricación de maquinaria y equipo,Ciudad de México,2018,27463
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2007,59681
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2008,41639
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2009,27565
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2010,36546
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2011,47525
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2012,42944
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2013,40751
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2014,39763
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2015,36018
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2016,35801
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2017,45746
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Ciudad de México,2018,39862
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2007,213253
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2008,253088
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2009,173907
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2010,206864
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2011,241974
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2012,228199
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2013,231639
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2014,180646
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2015,352291
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2016,370485
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2017,168886
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Ciudad de México,2018,195292
336,Fabricación de equipo de transporte,Ciudad de México,2007,234112
336,Fabricación de equipo de transporte,Ciudad de México,2008,208961
336,Fabricación de equipo de transporte,Ciudad de México,2009,138911
336,Fabricación de equipo de transporte,Ciudad de México,2010,164578
336,Fabricación de equipo de transporte,Ciudad de México,2011,197018
336,Fabricación de equipo de transporte,Ciudad de México,2012,235602
336,Fabricación de equipo de transporte,Ciudad de México,2013,211875
336,Fabricación de equipo de transporte,Ciudad de México,2014,673103
336,Fabricación de equipo de transporte,Ciudad de México,2015,658047
336,Fabricación de equipo de transporte,Ciudad de México,2016,595062
336,Fabricación de equipo de transporte,Ciudad de México,2017,665085
336,Fabricación de equipo de transporte,Ciudad de México,2018,619780
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2007,16351
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2008,15195
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2009,9420
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2010,7987
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2011,8480
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2012,8803
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2013,9504
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2014,9539
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2015,8430
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2016,7094
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2017,8657
337,"Fabricación de muebles, colchones y persianas",Ciudad de México,2018,6549
339,Otras industrias manufactureras,Ciudad de México,2007,54506
339,Otras industrias manufactureras,Ciudad de México,2008,43571
339,Otras industrias manufactureras,Ciudad de México,2009,39793
339,Otras industrias manufactureras,Ciudad de México,2010,41701
339,Otras industrias manufactureras,Ciudad de México,2011,55553
339,Otras industrias manufactureras,Ciudad de México,2012,46675
339,Otras industrias manufactureras,Ciudad de México,2013,42243
339,Otras industrias manufactureras,Ciudad de México,2014,40126
339,Otras industrias manufactureras,Ciudad de México,2015,41952
339,Otras industrias manufactureras,Ciudad de México,2016,26586
339,Otras industrias manufactureras,Ciudad de México,2017,23873
339,Otras industrias manufactureras,Ciudad de México,2018,25310
NA,Subsectores no especificados,Ciudad de México,2007,0
NA,Subsectores no especificados,Ciudad de México,2008,1389
NA,Subsectores no especificados,Ciudad de México,2009,0
NA,Subsectores no especificados,Ciudad de México,2010,1684
NA,Subsectores no especificados,Ciudad de México,2011,0
NA,Subsectores no especificados,Ciudad de México,2012,2758
NA,Subsectores no especificados,Ciudad de México,2013,4761
NA,Subsectores no especificados,Ciudad de México,2014,1857
NA,Subsectores no especificados,Ciudad de México,2015,2231
NA,Subsectores no especificados,Ciudad de México,2016,3780
NA,Subsectores no especificados,Ciudad de México,2017,907
NA,Subsectores no especificados,Ciudad de México,2018,0
NA,Exportaciones totales,Durango,2007,878704
NA,Exportaciones totales,Durango,2008,984903
NA,Exportaciones totales,Durango,2009,829446
NA,Exportaciones totales,Durango,2010,1117273
NA,Exportaciones totales,Durango,2011,1402921
NA,Exportaciones totales,Durango,2012,1608285
NA,Exportaciones totales,Durango,2013,1687175
NA,Exportaciones totales,Durango,2014,1861965
NA,Exportaciones totales,Durango,2015,1752494
NA,Exportaciones totales,Durango,2016,1654783
NA,Exportaciones totales,Durango,2017,1672357
NA,Exportaciones totales,Durango,2018,1981490
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2009,41119
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2010,120417
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2011,487340
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2012,585269
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2013,476378
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2014,525057
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2015,353646
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2016,334656
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2017,326893
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Durango,2018,444195
311,Industria alimentaria,Durango,2007,12043
311,Industria alimentaria,Durango,2008,15944
311,Industria alimentaria,Durango,2009,20206
311,Industria alimentaria,Durango,2010,25058
311,Industria alimentaria,Durango,2011,33261
311,Industria alimentaria,Durango,2012,33378
311,Industria alimentaria,Durango,2013,30962
311,Industria alimentaria,Durango,2014,22996
311,Industria alimentaria,Durango,2015,26324
311,Industria alimentaria,Durango,2016,34045
311,Industria alimentaria,Durango,2017,88503
311,Industria alimentaria,Durango,2018,87920
312,Industria de las bebidas y el tabaco,Durango,2009,0
312,Industria de las bebidas y el tabaco,Durango,2013,0
315,Fabricación de prendas de vestir,Durango,2007,458195
315,Fabricación de prendas de vestir,Durango,2008,367431
315,Fabricación de prendas de vestir,Durango,2009,311243
315,Fabricación de prendas de vestir,Durango,2010,270879
315,Fabricación de prendas de vestir,Durango,2011,139265
315,Fabricación de prendas de vestir,Durango,2012,128587
315,Fabricación de prendas de vestir,Durango,2013,89197
315,Fabricación de prendas de vestir,Durango,2014,215878
315,Fabricación de prendas de vestir,Durango,2015,255119
315,Fabricación de prendas de vestir,Durango,2016,229829
315,Fabricación de prendas de vestir,Durango,2017,217480
315,Fabricación de prendas de vestir,Durango,2018,234908
321,Industria de la madera,Durango,2007,42837
321,Industria de la madera,Durango,2008,39671
321,Industria de la madera,Durango,2009,32067
321,Industria de la madera,Durango,2010,38889
321,Industria de la madera,Durango,2011,39518
321,Industria de la madera,Durango,2012,53299
321,Industria de la madera,Durango,2013,67863
321,Industria de la madera,Durango,2014,58955
321,Industria de la madera,Durango,2015,71818
321,Industria de la madera,Durango,2016,70786
321,Industria de la madera,Durango,2017,79938
321,Industria de la madera,Durango,2018,84612
326,Industria del plástico y del hule,Durango,2007,3663
326,Industria del plástico y del hule,Durango,2008,25959
326,Industria del plástico y del hule,Durango,2009,68410
326,Industria del plástico y del hule,Durango,2010,137463
326,Industria del plástico y del hule,Durango,2011,131251
326,Industria del plástico y del hule,Durango,2012,168060
326,Industria del plástico y del hule,Durango,2013,207777
326,Industria del plástico y del hule,Durango,2014,180207
326,Industria del plástico y del hule,Durango,2015,72250
326,Industria del plástico y del hule,Durango,2016,104512
326,Industria del plástico y del hule,Durango,2017,48832
326,Industria del plástico y del hule,Durango,2018,52357
327,Fabricación de productos a base de minerales no metálicos,Durango,2007,42516
327,Fabricación de productos a base de minerales no metálicos,Durango,2008,29212
327,Fabricación de productos a base de minerales no metálicos,Durango,2009,18478
327,Fabricación de productos a base de minerales no metálicos,Durango,2010,19889
327,Fabricación de productos a base de minerales no metálicos,Durango,2011,17748
327,Fabricación de productos a base de minerales no metálicos,Durango,2012,24357
327,Fabricación de productos a base de minerales no metálicos,Durango,2013,28018
327,Fabricación de productos a base de minerales no metálicos,Durango,2014,26864
327,Fabricación de productos a base de minerales no metálicos,Durango,2015,21692
327,Fabricación de productos a base de minerales no metálicos,Durango,2016,16642
327,Fabricación de productos a base de minerales no metálicos,Durango,2017,14790
327,Fabricación de productos a base de minerales no metálicos,Durango,2018,15573
331,Industrias metálicas básicas,Durango,2007,22087
331,Industrias metálicas básicas,Durango,2008,24698
331,Industrias metálicas básicas,Durango,2009,18557
331,Industrias metálicas básicas,Durango,2010,91202
331,Industrias metálicas básicas,Durango,2011,106810
331,Industrias metálicas básicas,Durango,2012,87389
331,Industrias metálicas básicas,Durango,2013,53216
331,Industrias metálicas básicas,Durango,2014,72256
331,Industrias metálicas básicas,Durango,2015,43918
331,Industrias metálicas básicas,Durango,2016,56899
331,Industrias metálicas básicas,Durango,2017,68755
331,Industrias metálicas básicas,Durango,2018,71510
332,Fabricación de productos metálicos,Durango,2007,24605
332,Fabricación de productos metálicos,Durango,2008,39064
332,Fabricación de productos metálicos,Durango,2009,30048
332,Fabricación de productos metálicos,Durango,2010,21666
332,Fabricación de productos metálicos,Durango,2011,26327
332,Fabricación de productos metálicos,Durango,2012,30567
332,Fabricación de productos metálicos,Durango,2013,25800
332,Fabricación de productos metálicos,Durango,2014,31467
332,Fabricación de productos metálicos,Durango,2015,29304
332,Fabricación de productos metálicos,Durango,2016,32855
332,Fabricación de productos metálicos,Durango,2017,21563
332,Fabricación de productos metálicos,Durango,2018,23156
333,Fabricación de maquinaria y equipo,Durango,2007,67303
333,Fabricación de maquinaria y equipo,Durango,2008,209831
333,Fabricación de maquinaria y equipo,Durango,2009,118336
333,Fabricación de maquinaria y equipo,Durango,2010,112718
333,Fabricación de maquinaria y equipo,Durango,2011,113391
333,Fabricación de maquinaria y equipo,Durango,2012,112213
333,Fabricación de maquinaria y equipo,Durango,2013,136235
333,Fabricación de maquinaria y equipo,Durango,2014,137344
333,Fabricación de maquinaria y equipo,Durango,2015,180789
333,Fabricación de maquinaria y equipo,Durango,2016,105417
333,Fabricación de maquinaria y equipo,Durango,2017,147816
333,Fabricación de maquinaria y equipo,Durango,2018,173563
336,Fabricación de equipo de transporte,Durango,2007,150571
336,Fabricación de equipo de transporte,Durango,2008,138655
336,Fabricación de equipo de transporte,Durango,2009,95470
336,Fabricación de equipo de transporte,Durango,2010,167569
336,Fabricación de equipo de transporte,Durango,2011,163794
336,Fabricación de equipo de transporte,Durango,2012,282369
336,Fabricación de equipo de transporte,Durango,2013,424397
336,Fabricación de equipo de transporte,Durango,2014,454177
336,Fabricación de equipo de transporte,Durango,2015,539780
336,Fabricación de equipo de transporte,Durango,2016,486088
336,Fabricación de equipo de transporte,Durango,2017,461327
336,Fabricación de equipo de transporte,Durango,2018,553560
337,"Fabricación de muebles, colchones y persianas",Durango,2007,2464
337,"Fabricación de muebles, colchones y persianas",Durango,2008,49071
337,"Fabricación de muebles, colchones y persianas",Durango,2009,59553
337,"Fabricación de muebles, colchones y persianas",Durango,2010,95619
337,"Fabricación de muebles, colchones y persianas",Durango,2011,113324
337,"Fabricación de muebles, colchones y persianas",Durango,2012,37210
337,"Fabricación de muebles, colchones y persianas",Durango,2013,67903
337,"Fabricación de muebles, colchones y persianas",Durango,2014,45519
337,"Fabricación de muebles, colchones y persianas",Durango,2015,50840
337,"Fabricación de muebles, colchones y persianas",Durango,2016,78474
337,"Fabricación de muebles, colchones y persianas",Durango,2017,74759
337,"Fabricación de muebles, colchones y persianas",Durango,2018,102152
NA,Subsectores no especificados,Durango,2007,52420
NA,Subsectores no especificados,Durango,2008,45367
NA,Subsectores no especificados,Durango,2009,15958
NA,Subsectores no especificados,Durango,2010,15903
NA,Subsectores no especificados,Durango,2011,30893
NA,Subsectores no especificados,Durango,2012,65587
NA,Subsectores no especificados,Durango,2013,79428
NA,Subsectores no especificados,Durango,2014,91244
NA,Subsectores no especificados,Durango,2015,107012
NA,Subsectores no especificados,Durango,2016,104581
NA,Subsectores no especificados,Durango,2017,121700
NA,Subsectores no especificados,Durango,2018,137985
NA,Exportaciones totales,Guanajuato,2007,6425251
NA,Exportaciones totales,Guanajuato,2008,6419924
NA,Exportaciones totales,Guanajuato,2009,5684013
NA,Exportaciones totales,Guanajuato,2010,8275949
NA,Exportaciones totales,Guanajuato,2011,9701099
NA,Exportaciones totales,Guanajuato,2012,10148713
NA,Exportaciones totales,Guanajuato,2013,12170999
NA,Exportaciones totales,Guanajuato,2014,17204369
NA,Exportaciones totales,Guanajuato,2015,20787831
NA,Exportaciones totales,Guanajuato,2016,22099836
NA,Exportaciones totales,Guanajuato,2017,23360291
NA,Exportaciones totales,Guanajuato,2018,24913687
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guanajuato,2009,13839
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guanajuato,2010,3743
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guanajuato,2012,0
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guanajuato,2014,75217
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guanajuato,2015,131723
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guanajuato,2016,82467
311,Industria alimentaria,Guanajuato,2007,335731
311,Industria alimentaria,Guanajuato,2008,451703
311,Industria alimentaria,Guanajuato,2009,437993
311,Industria alimentaria,Guanajuato,2010,460405
311,Industria alimentaria,Guanajuato,2011,503178
311,Industria alimentaria,Guanajuato,2012,438907
311,Industria alimentaria,Guanajuato,2013,487404
311,Industria alimentaria,Guanajuato,2014,523668
311,Industria alimentaria,Guanajuato,2015,662056
311,Industria alimentaria,Guanajuato,2016,646066
311,Industria alimentaria,Guanajuato,2017,705845
311,Industria alimentaria,Guanajuato,2018,763140
312,Industria de las bebidas y el tabaco,Guanajuato,2011,3745
312,Industria de las bebidas y el tabaco,Guanajuato,2014,10396
312,Industria de las bebidas y el tabaco,Guanajuato,2015,10572
312,Industria de las bebidas y el tabaco,Guanajuato,2016,14235
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2007,38981
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2008,43332
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2009,30755
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2010,32576
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2011,36182
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2012,36029
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2013,34953
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2014,33962
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2015,23317
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2016,20862
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2017,40003
313,Fabricación de insumos textiles y acabado de textiles,Guanajuato,2018,31719
314,"Fabricación de productos textiles, excepto prendas de vestir",Guanajuato,2009,3451
314,"Fabricación de productos textiles, excepto prendas de vestir",Guanajuato,2017,12986
314,"Fabricación de productos textiles, excepto prendas de vestir",Guanajuato,2018,20414
315,Fabricación de prendas de vestir,Guanajuato,2007,81043
315,Fabricación de prendas de vestir,Guanajuato,2008,131224
315,Fabricación de prendas de vestir,Guanajuato,2009,94354
315,Fabricación de prendas de vestir,Guanajuato,2010,74196
315,Fabricación de prendas de vestir,Guanajuato,2011,104578
315,Fabricación de prendas de vestir,Guanajuato,2012,116493
315,Fabricación de prendas de vestir,Guanajuato,2013,109553
315,Fabricación de prendas de vestir,Guanajuato,2014,111022
315,Fabricación de prendas de vestir,Guanajuato,2015,110885
315,Fabricación de prendas de vestir,Guanajuato,2016,98852
315,Fabricación de prendas de vestir,Guanajuato,2017,94464
315,Fabricación de prendas de vestir,Guanajuato,2018,100448
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2007,275773
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2008,272158
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2009,305708
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2010,366749
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2011,449456
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2012,550770
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2013,551087
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2014,603153
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2015,613882
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2016,534651
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2017,576614
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Guanajuato,2018,603511
322,Industria del papel,Guanajuato,2007,2443
322,Industria del papel,Guanajuato,2008,3095
322,Industria del papel,Guanajuato,2009,2541
322,Industria del papel,Guanajuato,2010,2417
322,Industria del papel,Guanajuato,2011,2366
322,Industria del papel,Guanajuato,2012,1782
322,Industria del papel,Guanajuato,2013,2653
322,Industria del papel,Guanajuato,2014,5524
322,Industria del papel,Guanajuato,2015,12516
322,Industria del papel,Guanajuato,2016,12804
322,Industria del papel,Guanajuato,2017,1930
322,Industria del papel,Guanajuato,2018,4363
323,Impresión e industrias conexas,Guanajuato,2007,10117
323,Impresión e industrias conexas,Guanajuato,2008,831
323,Impresión e industrias conexas,Guanajuato,2009,4503
323,Impresión e industrias conexas,Guanajuato,2010,18568
323,Impresión e industrias conexas,Guanajuato,2011,32989
323,Impresión e industrias conexas,Guanajuato,2012,32026
323,Impresión e industrias conexas,Guanajuato,2013,32074
323,Impresión e industrias conexas,Guanajuato,2014,37634
323,Impresión e industrias conexas,Guanajuato,2015,37206
324,Fabricación de productos derivados del petróleo y del carbón,Guanajuato,2008,817841
325,Industria química,Guanajuato,2007,185075
325,Industria química,Guanajuato,2008,153595
325,Industria química,Guanajuato,2009,204534
325,Industria química,Guanajuato,2010,305706
325,Industria química,Guanajuato,2011,425606
325,Industria química,Guanajuato,2012,379210
325,Industria química,Guanajuato,2013,326586
325,Industria química,Guanajuato,2014,384897
325,Industria química,Guanajuato,2015,329632
325,Industria química,Guanajuato,2016,293085
325,Industria química,Guanajuato,2017,466187
325,Industria química,Guanajuato,2018,452468
326,Industria del plástico y del hule,Guanajuato,2007,94237
326,Industria del plástico y del hule,Guanajuato,2008,100819
326,Industria del plástico y del hule,Guanajuato,2009,124905
326,Industria del plástico y del hule,Guanajuato,2010,227777
326,Industria del plástico y del hule,Guanajuato,2011,293443
326,Industria del plástico y del hule,Guanajuato,2012,378651
326,Industria del plástico y del hule,Guanajuato,2013,450796
326,Industria del plástico y del hule,Guanajuato,2014,650276
326,Industria del plástico y del hule,Guanajuato,2015,735292
326,Industria del plástico y del hule,Guanajuato,2016,753917
326,Industria del plástico y del hule,Guanajuato,2017,817360
326,Industria del plástico y del hule,Guanajuato,2018,926527
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2007,21283
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2008,24001
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2009,21780
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2010,22495
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2011,18580
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2012,18707
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2013,27808
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2014,25799
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2015,30511
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2016,28161
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2017,33572
327,Fabricación de productos a base de minerales no metálicos,Guanajuato,2018,29622
331,Industrias metálicas básicas,Guanajuato,2007,209436
331,Industrias metálicas básicas,Guanajuato,2008,427995
331,Industrias metálicas básicas,Guanajuato,2009,229262
331,Industrias metálicas básicas,Guanajuato,2010,387494
331,Industrias metálicas básicas,Guanajuato,2011,519821
331,Industrias metálicas básicas,Guanajuato,2012,464752
331,Industrias metálicas básicas,Guanajuato,2013,560774
331,Industrias metálicas básicas,Guanajuato,2014,532871
331,Industrias metálicas básicas,Guanajuato,2015,407788
331,Industrias metálicas básicas,Guanajuato,2016,327448
331,Industrias metálicas básicas,Guanajuato,2017,340697
331,Industrias metálicas básicas,Guanajuato,2018,409582
332,Fabricación de productos metálicos,Guanajuato,2007,61497
332,Fabricación de productos metálicos,Guanajuato,2008,129528
332,Fabricación de productos metálicos,Guanajuato,2009,85890
332,Fabricación de productos metálicos,Guanajuato,2010,123366
332,Fabricación de productos metálicos,Guanajuato,2011,224920
332,Fabricación de productos metálicos,Guanajuato,2012,309333
332,Fabricación de productos metálicos,Guanajuato,2013,224680
332,Fabricación de productos metálicos,Guanajuato,2014,165007
332,Fabricación de productos metálicos,Guanajuato,2015,200655
332,Fabricación de productos metálicos,Guanajuato,2016,217064
332,Fabricación de productos metálicos,Guanajuato,2017,453749
332,Fabricación de productos metálicos,Guanajuato,2018,440821
333,Fabricación de maquinaria y equipo,Guanajuato,2007,3246
333,Fabricación de maquinaria y equipo,Guanajuato,2008,8059
333,Fabricación de maquinaria y equipo,Guanajuato,2009,8311
333,Fabricación de maquinaria y equipo,Guanajuato,2010,10629
333,Fabricación de maquinaria y equipo,Guanajuato,2011,10508
333,Fabricación de maquinaria y equipo,Guanajuato,2012,13636
333,Fabricación de maquinaria y equipo,Guanajuato,2013,16164
333,Fabricación de maquinaria y equipo,Guanajuato,2014,13548
333,Fabricación de maquinaria y equipo,Guanajuato,2015,11203
333,Fabricación de maquinaria y equipo,Guanajuato,2016,89281
333,Fabricación de maquinaria y equipo,Guanajuato,2017,149849
333,Fabricación de maquinaria y equipo,Guanajuato,2018,217036
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Guanajuato,2014,81610
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Guanajuato,2015,40176
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Guanajuato,2017,39916
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Guanajuato,2018,63497
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2007,180057
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2008,194907
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2009,181850
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2010,154048
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2011,109894
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2012,80429
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2013,230654
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2014,232221
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2015,410429
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2016,416025
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2017,326342
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Guanajuato,2018,341756
336,Fabricación de equipo de transporte,Guanajuato,2007,4566359
336,Fabricación de equipo de transporte,Guanajuato,2008,3619492
336,Fabricación de equipo de transporte,Guanajuato,2009,3429129
336,Fabricación de equipo de transporte,Guanajuato,2010,5560894
336,Fabricación de equipo de transporte,Guanajuato,2011,6421236
