Código,Descripción,state,year,USD
NA,Exportaciones totales,Tamaulipas,2015,26300101
NA,Exportaciones totales,Tamaulipas,2016,24926225
NA,Exportaciones totales,Tamaulipas,2017,25507316
NA,Exportaciones totales,Tamaulipas,2018,27039321
211,Extracción de petróleo y gas,Tamaulipas,2007,379372
211,Extracción de petróleo y gas,Tamaulipas,2008,433415
211,Extracción de petróleo y gas,Tamaulipas,2009,256140
211,Extracción de petróleo y gas,Tamaulipas,2010,359185
211,Extracción de petróleo y gas,Tamaulipas,2011,493806
211,Extracción de petróleo y gas,Tamaulipas,2012,404857
211,Extracción de petróleo y gas,Tamaulipas,2013,427117
211,Extracción de petróleo y gas,Tamaulipas,2014,356385
211,Extracción de petróleo y gas,Tamaulipas,2015,184511
211,Extracción de petróleo y gas,Tamaulipas,2016,155823
211,Extracción de petróleo y gas,Tamaulipas,2017,113463
211,Extracción de petróleo y gas,Tamaulipas,2018,172452
311,Industria alimentaria,Tamaulipas,2007,179363
311,Industria alimentaria,Tamaulipas,2008,248042
311,Industria alimentaria,Tamaulipas,2009,239478
311,Industria alimentaria,Tamaulipas,2010,266267
311,Industria alimentaria,Tamaulipas,2011,405817
311,Industria alimentaria,Tamaulipas,2012,337087
311,Industria alimentaria,Tamaulipas,2013,240507
311,Industria alimentaria,Tamaulipas,2014,197790
311,Industria alimentaria,Tamaulipas,2015,187620
311,Industria alimentaria,Tamaulipas,2016,198830
311,Industria alimentaria,Tamaulipas,2017,201956
311,Industria alimentaria,Tamaulipas,2018,160197
312,Industria de las bebidas y el tabaco,Tamaulipas,2007,2673
312,Industria de las bebidas y el tabaco,Tamaulipas,2008,4412
312,Industria de las bebidas y el tabaco,Tamaulipas,2009,6000
312,Industria de las bebidas y el tabaco,Tamaulipas,2010,10065
312,Industria de las bebidas y el tabaco,Tamaulipas,2011,10410
312,Industria de las bebidas y el tabaco,Tamaulipas,2012,10113
312,Industria de las bebidas y el tabaco,Tamaulipas,2013,13135
312,Industria de las bebidas y el tabaco,Tamaulipas,2014,7500
312,Industria de las bebidas y el tabaco,Tamaulipas,2015,3932
312,Industria de las bebidas y el tabaco,Tamaulipas,2016,3377
312,Industria de las bebidas y el tabaco,Tamaulipas,2017,83258
312,Industria de las bebidas y el tabaco,Tamaulipas,2018,90052
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2007,70290
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2008,115455
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2009,60228
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2010,46765
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2011,62181
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2012,52184
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2013,30345
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2014,29220
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2015,28582
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2016,25457
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2017,34685
314,"Fabricación de productos textiles, excepto prendas de vestir",Tamaulipas,2018,36782
315,Fabricación de prendas de vestir,Tamaulipas,2007,124432
315,Fabricación de prendas de vestir,Tamaulipas,2008,101764
315,Fabricación de prendas de vestir,Tamaulipas,2009,54313
315,Fabricación de prendas de vestir,Tamaulipas,2010,51167
315,Fabricación de prendas de vestir,Tamaulipas,2011,49451
315,Fabricación de prendas de vestir,Tamaulipas,2012,41411
315,Fabricación de prendas de vestir,Tamaulipas,2013,35220
315,Fabricación de prendas de vestir,Tamaulipas,2014,41461
315,Fabricación de prendas de vestir,Tamaulipas,2015,35922
315,Fabricación de prendas de vestir,Tamaulipas,2016,36706
315,Fabricación de prendas de vestir,Tamaulipas,2017,46897
315,Fabricación de prendas de vestir,Tamaulipas,2018,47584
316,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Tamaulipas,2009,82559
321,Industria de la madera,Tamaulipas,2007,5806
321,Industria de la madera,Tamaulipas,2008,5016
321,Industria de la madera,Tamaulipas,2009,6610
321,Industria de la madera,Tamaulipas,2010,4406
321,Industria de la madera,Tamaulipas,2011,2788
321,Industria de la madera,Tamaulipas,2012,3547
321,Industria de la madera,Tamaulipas,2013,4060
321,Industria de la madera,Tamaulipas,2014,1835
321,Industria de la madera,Tamaulipas,2015,1376
321,Industria de la madera,Tamaulipas,2016,703
321,Industria de la madera,Tamaulipas,2017,546
321,Industria de la madera,Tamaulipas,2018,617
322,Industria del papel,Tamaulipas,2007,104028
322,Industria del papel,Tamaulipas,2008,95771
322,Industria del papel,Tamaulipas,2009,145947
322,Industria del papel,Tamaulipas,2010,111210
322,Industria del papel,Tamaulipas,2011,116798
322,Industria del papel,Tamaulipas,2012,107285
322,Industria del papel,Tamaulipas,2013,108206
322,Industria del papel,Tamaulipas,2014,141768
322,Industria del papel,Tamaulipas,2015,77620
322,Industria del papel,Tamaulipas,2016,50476
322,Industria del papel,Tamaulipas,2017,94921
322,Industria del papel,Tamaulipas,2018,112823
323,Impresión e industrias conexas,Tamaulipas,2008,39602
323,Impresión e industrias conexas,Tamaulipas,2009,27531
323,Impresión e industrias conexas,Tamaulipas,2010,56525
323,Impresión e industrias conexas,Tamaulipas,2011,51699
323,Impresión e industrias conexas,Tamaulipas,2012,87046
323,Impresión e industrias conexas,Tamaulipas,2013,127269
323,Impresión e industrias conexas,Tamaulipas,2015,171145
323,Impresión e industrias conexas,Tamaulipas,2016,228715
323,Impresión e industrias conexas,Tamaulipas,2017,184978
323,Impresión e industrias conexas,Tamaulipas,2018,190573
324,Fabricación de productos derivados del petróleo y del carbón,Tamaulipas,2008,615113
324,Fabricación de productos derivados del petróleo y del carbón,Tamaulipas,2014,360278
325,Industria química,Tamaulipas,2007,2521431
325,Industria química,Tamaulipas,2008,2381432
325,Industria química,Tamaulipas,2009,1931668
325,Industria química,Tamaulipas,2010,2546648
325,Industria química,Tamaulipas,2011,3304642
325,Industria química,Tamaulipas,2012,2657481
325,Industria química,Tamaulipas,2013,2998534
325,Industria química,Tamaulipas,2014,3109429
325,Industria química,Tamaulipas,2015,2559765
325,Industria química,Tamaulipas,2016,2153209
325,Industria química,Tamaulipas,2017,2134698
325,Industria química,Tamaulipas,2018,2048227
326,Industria del plástico y del hule,Tamaulipas,2007,353545
326,Industria del plástico y del hule,Tamaulipas,2008,363972
326,Industria del plástico y del hule,Tamaulipas,2009,340017
326,Industria del plástico y del hule,Tamaulipas,2010,529231
326,Industria del plástico y del hule,Tamaulipas,2011,566367
326,Industria del plástico y del hule,Tamaulipas,2012,593283
326,Industria del plástico y del hule,Tamaulipas,2013,613878
326,Industria del plástico y del hule,Tamaulipas,2014,649951
326,Industria del plástico y del hule,Tamaulipas,2015,503680
326,Industria del plástico y del hule,Tamaulipas,2016,526074
326,Industria del plástico y del hule,Tamaulipas,2017,465978
326,Industria del plástico y del hule,Tamaulipas,2018,603686
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2007,193018
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2008,156559
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2009,131736
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2010,159695
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2011,171388
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2012,219465
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2013,207787
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2014,225801
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2015,231087
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2016,219601
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2017,242769
327,Fabricación de productos a base de minerales no metálicos,Tamaulipas,2018,285667
331,Industrias metálicas básicas,Tamaulipas,2007,11207
331,Industrias metálicas básicas,Tamaulipas,2008,9605
331,Industrias metálicas básicas,Tamaulipas,2009,27448
331,Industrias metálicas básicas,Tamaulipas,2010,8069
331,Industrias metálicas básicas,Tamaulipas,2011,21825
331,Industrias metálicas básicas,Tamaulipas,2012,27456
331,Industrias metálicas básicas,Tamaulipas,2013,45029
331,Industrias metálicas básicas,Tamaulipas,2014,59156
331,Industrias metálicas básicas,Tamaulipas,2015,50418
331,Industrias metálicas básicas,Tamaulipas,2016,33819
331,Industrias metálicas básicas,Tamaulipas,2017,33337
331,Industrias metálicas básicas,Tamaulipas,2018,39910
332,Fabricación de productos metálicos,Tamaulipas,2007,770056
332,Fabricación de productos metálicos,Tamaulipas,2008,994224
332,Fabricación de productos metálicos,Tamaulipas,2009,663525
332,Fabricación de productos metálicos,Tamaulipas,2010,960593
332,Fabricación de productos metálicos,Tamaulipas,2011,892523
332,Fabricación de productos metálicos,Tamaulipas,2012,961750
332,Fabricación de productos metálicos,Tamaulipas,2013,901973
332,Fabricación de productos metálicos,Tamaulipas,2014,944303
332,Fabricación de productos metálicos,Tamaulipas,2015,552605
332,Fabricación de productos metálicos,Tamaulipas,2016,611099
332,Fabricación de productos metálicos,Tamaulipas,2017,671291
332,Fabricación de productos metálicos,Tamaulipas,2018,734738
333,Fabricación de maquinaria y equipo,Tamaulipas,2007,1230094
333,Fabricación de maquinaria y equipo,Tamaulipas,2008,1236605
333,Fabricación de maquinaria y equipo,Tamaulipas,2009,732854
333,Fabricación de maquinaria y equipo,Tamaulipas,2010,1106207
333,Fabricación de maquinaria y equipo,Tamaulipas,2011,1452510
333,Fabricación de maquinaria y equipo,Tamaulipas,2012,1486053
333,Fabricación de maquinaria y equipo,Tamaulipas,2013,1755531
333,Fabricación de maquinaria y equipo,Tamaulipas,2014,1343552
333,Fabricación de maquinaria y equipo,Tamaulipas,2015,2172712
333,Fabricación de maquinaria y equipo,Tamaulipas,2016,2201450
333,Fabricación de maquinaria y equipo,Tamaulipas,2017,2612280
333,Fabricación de maquinaria y equipo,Tamaulipas,2018,2777201
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2007,8670253
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2008,10268277
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2009,7908727
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2010,8072526
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2011,7236670
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2012,7484475
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2013,7092831
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2014,8054417
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2015,6743420
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2016,6327180
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2017,6621536
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tamaulipas,2018,7115405
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2007,2332117
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2008,2540895
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2009,2138940
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2010,2697422
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2011,2530314
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2012,2598212
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2013,2452921
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2014,3195984
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2015,2678479
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2016,2681366
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2017,2615809
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tamaulipas,2018,2712410
336,Fabricación de equipo de transporte,Tamaulipas,2007,4254001
336,Fabricación de equipo de transporte,Tamaulipas,2008,3043375
336,Fabricación de equipo de transporte,Tamaulipas,2009,2104291
336,Fabricación de equipo de transporte,Tamaulipas,2010,2835944
336,Fabricación de equipo de transporte,Tamaulipas,2011,3077492
336,Fabricación de equipo de transporte,Tamaulipas,2012,3458868
336,Fabricación de equipo de transporte,Tamaulipas,2013,3726335
336,Fabricación de equipo de transporte,Tamaulipas,2014,6529666
336,Fabricación de equipo de transporte,Tamaulipas,2015,7740855
336,Fabricación de equipo de transporte,Tamaulipas,2016,7062162
336,Fabricación de equipo de transporte,Tamaulipas,2017,6836691
336,Fabricación de equipo de transporte,Tamaulipas,2018,7271348
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2007,173391
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2008,163316
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2009,143794
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2010,121541
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2011,142897
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2012,350654
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2013,507410
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2014,546532
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2015,605304
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2016,609902
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2017,668598
337,"Fabricación de muebles, colchones y persianas",Tamaulipas,2018,680318
339,Otras industrias manufactureras,Tamaulipas,2007,828148
339,Otras industrias manufactureras,Tamaulipas,2008,1014600
339,Otras industrias manufactureras,Tamaulipas,2009,935033
339,Otras industrias manufactureras,Tamaulipas,2010,1048814
339,Otras industrias manufactureras,Tamaulipas,2011,1121429
339,Otras industrias manufactureras,Tamaulipas,2012,1119665
339,Otras industrias manufactureras,Tamaulipas,2013,1277171
339,Otras industrias manufactureras,Tamaulipas,2014,1497657
339,Otras industrias manufactureras,Tamaulipas,2015,1615541
339,Otras industrias manufactureras,Tamaulipas,2016,1671982
339,Otras industrias manufactureras,Tamaulipas,2017,1708056
339,Otras industrias manufactureras,Tamaulipas,2018,1880242
NA,Subsectores no especificados,Tamaulipas,2007,314206
NA,Subsectores no especificados,Tamaulipas,2008,19116
NA,Subsectores no especificados,Tamaulipas,2009,383477
NA,Subsectores no especificados,Tamaulipas,2010,302475
NA,Subsectores no especificados,Tamaulipas,2011,373496
NA,Subsectores no especificados,Tamaulipas,2012,267303
NA,Subsectores no especificados,Tamaulipas,2013,363990
NA,Subsectores no especificados,Tamaulipas,2014,105312
NA,Subsectores no especificados,Tamaulipas,2015,155528
NA,Subsectores no especificados,Tamaulipas,2016,128293
NA,Subsectores no especificados,Tamaulipas,2017,135571
NA,Subsectores no especificados,Tamaulipas,2018,79089
NA,Exportaciones totales,Tlaxcala,2007,746244
NA,Exportaciones totales,Tlaxcala,2008,870812
NA,Exportaciones totales,Tlaxcala,2009,645311
NA,Exportaciones totales,Tlaxcala,2010,816038
NA,Exportaciones totales,Tlaxcala,2011,937983
NA,Exportaciones totales,Tlaxcala,2012,1016392
NA,Exportaciones totales,Tlaxcala,2013,1238637
NA,Exportaciones totales,Tlaxcala,2014,1278537
NA,Exportaciones totales,Tlaxcala,2015,1307252
NA,Exportaciones totales,Tlaxcala,2016,1310801
NA,Exportaciones totales,Tlaxcala,2017,1379963
NA,Exportaciones totales,Tlaxcala,2018,1439637
311,Industria alimentaria,Tlaxcala,2007,24547
311,Industria alimentaria,Tlaxcala,2008,15768
311,Industria alimentaria,Tlaxcala,2009,13718
311,Industria alimentaria,Tlaxcala,2010,65513
311,Industria alimentaria,Tlaxcala,2011,21544
311,Industria alimentaria,Tlaxcala,2012,22249
311,Industria alimentaria,Tlaxcala,2013,17978
311,Industria alimentaria,Tlaxcala,2014,5087
311,Industria alimentaria,Tlaxcala,2015,6698
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2007,8886
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2008,5348
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2009,8696
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2010,13787
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2011,16817
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2012,14619
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2013,26366
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2014,27999
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2015,41278
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2016,39889
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2017,39738
313,Fabricación de insumos textiles y acabado de textiles,Tlaxcala,2018,37059
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2007,4225
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2008,3678
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2009,2672
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2010,3474
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2011,1568
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2012,1446
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2013,911
314,"Fabricación de productos textiles, excepto prendas de vestir",Tlaxcala,2015,1987
315,Fabricación de prendas de vestir,Tlaxcala,2007,181485
315,Fabricación de prendas de vestir,Tlaxcala,2008,122517
315,Fabricación de prendas de vestir,Tlaxcala,2009,111370
315,Fabricación de prendas de vestir,Tlaxcala,2010,117513
315,Fabricación de prendas de vestir,Tlaxcala,2011,120120
315,Fabricación de prendas de vestir,Tlaxcala,2012,111225
315,Fabricación de prendas de vestir,Tlaxcala,2013,125165
315,Fabricación de prendas de vestir,Tlaxcala,2014,108182
315,Fabricación de prendas de vestir,Tlaxcala,2015,88707
315,Fabricación de prendas de vestir,Tlaxcala,2016,81368
315,Fabricación de prendas de vestir,Tlaxcala,2017,101399
315,Fabricación de prendas de vestir,Tlaxcala,2018,104902
322,Industria del papel,Tlaxcala,2007,20295
322,Industria del papel,Tlaxcala,2008,20188
322,Industria del papel,Tlaxcala,2009,13357
322,Industria del papel,Tlaxcala,2010,19102
322,Industria del papel,Tlaxcala,2011,26860
322,Industria del papel,Tlaxcala,2012,18506
322,Industria del papel,Tlaxcala,2013,11172
322,Industria del papel,Tlaxcala,2014,11307
322,Industria del papel,Tlaxcala,2015,9666
322,Industria del papel,Tlaxcala,2017,72307
322,Industria del papel,Tlaxcala,2018,67083
325,Industria química,Tlaxcala,2007,96061
325,Industria química,Tlaxcala,2008,128301
325,Industria química,Tlaxcala,2009,109433
325,Industria química,Tlaxcala,2010,172773
325,Industria química,Tlaxcala,2011,260588
325,Industria química,Tlaxcala,2012,219555
325,Industria química,Tlaxcala,2013,269387
325,Industria química,Tlaxcala,2014,231194
325,Industria química,Tlaxcala,2015,264539
325,Industria química,Tlaxcala,2016,248487
325,Industria química,Tlaxcala,2017,179008
325,Industria química,Tlaxcala,2018,196793
326,Industria del plástico y del hule,Tlaxcala,2007,20645
326,Industria del plástico y del hule,Tlaxcala,2008,38513
326,Industria del plástico y del hule,Tlaxcala,2009,50183
326,Industria del plástico y del hule,Tlaxcala,2010,70643
326,Industria del plástico y del hule,Tlaxcala,2011,75304
326,Industria del plástico y del hule,Tlaxcala,2012,106125
326,Industria del plástico y del hule,Tlaxcala,2013,105687
326,Industria del plástico y del hule,Tlaxcala,2014,107775
326,Industria del plástico y del hule,Tlaxcala,2015,110857
326,Industria del plástico y del hule,Tlaxcala,2016,113745
326,Industria del plástico y del hule,Tlaxcala,2017,89559
326,Industria del plástico y del hule,Tlaxcala,2018,84563
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2007,80204
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2008,231384
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2009,147670
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2010,105745
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2011,145404
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2012,167132
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2013,295042
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2014,385231
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2015,411156
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2016,413598
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2017,417308
327,Fabricación de productos a base de minerales no metálicos,Tlaxcala,2018,444012
331,Industrias metálicas básicas,Tlaxcala,2007,31252
331,Industrias metálicas básicas,Tlaxcala,2008,50319
331,Industrias metálicas básicas,Tlaxcala,2009,2628
331,Industrias metálicas básicas,Tlaxcala,2010,3305
331,Industrias metálicas básicas,Tlaxcala,2012,21578
331,Industrias metálicas básicas,Tlaxcala,2013,18734
331,Industrias metálicas básicas,Tlaxcala,2014,42258
331,Industrias metálicas básicas,Tlaxcala,2015,34568
331,Industrias metálicas básicas,Tlaxcala,2016,24215
331,Industrias metálicas básicas,Tlaxcala,2017,22518
331,Industrias metálicas básicas,Tlaxcala,2018,23392
334,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Tlaxcala,2018,33977
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tlaxcala,2016,131066
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tlaxcala,2017,130228
335,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Tlaxcala,2018,135015
336,Fabricación de equipo de transporte,Tlaxcala,2007,37104
336,Fabricación de equipo de transporte,Tlaxcala,2008,51070
336,Fabricación de equipo de transporte,Tlaxcala,2009,54716
336,Fabricación de equipo de transporte,Tlaxcala,2010,93388
336,Fabricación de equipo de transporte,Tlaxcala,2011,114516
336,Fabricación de equipo de transporte,Tlaxcala,2012,124560
336,Fabricación de equipo de transporte,Tlaxcala,2013,148730
336,Fabricación de equipo de transporte,Tlaxcala,2014,138834
336,Fabricación de equipo de transporte,Tlaxcala,2015,137767
336,Fabricación de equipo de transporte,Tlaxcala,2016,162530
336,Fabricación de equipo de transporte,Tlaxcala,2017,232542
336,Fabricación de equipo de transporte,Tlaxcala,2018,248571
339,Otras industrias manufactureras,Tlaxcala,2007,3479
NA,Subsectores no especificados,Tlaxcala,2007,238062
NA,Subsectores no especificados,Tlaxcala,2008,203727
NA,Subsectores no especificados,Tlaxcala,2009,130868
NA,Subsectores no especificados,Tlaxcala,2010,150794
NA,Subsectores no especificados,Tlaxcala,2011,155262
NA,Subsectores no especificados,Tlaxcala,2012,209398
NA,Subsectores no especificados,Tlaxcala,2013,219465
NA,Subsectores no especificados,Tlaxcala,2014,220668
NA,Subsectores no especificados,Tlaxcala,2015,200028
NA,Subsectores no especificados,Tlaxcala,2016,95904
NA,Subsectores no especificados,Tlaxcala,2017,95356
NA,Subsectores no especificados,Tlaxcala,2018,64269
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2007,4270075
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2008,5432207
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2009,4106797
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2010,5172168
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2011,6745681
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2012,6984283
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2013,7503947
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2014,7242794
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2015,5437056
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2016,4339857
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2017,5362862
NA,Exportaciones totales,Veracruz de Ignacio de la Llave,2018,5958586
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2007,758744
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2008,1300246
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2009,768421
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2010,1436741
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2011,1975224
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2012,2368523
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2013,2135583
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2014,1781924
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2015,922553
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2016,779115
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2017,927391
211,Extracción de petróleo y gas,Veracruz de Ignacio de la Llave,2018,1267011
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Veracruz de Ignacio de la Llave,2011,29347
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Veracruz de Ignacio de la Llave,2012,21045
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2007,411482
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2008,616871
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2009,585649
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2010,514718
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2011,898531
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2012,747774
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2013,1058550
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2014,905895
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2015,1002466
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2016,844671
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2017,1090657
311,Industria alimentaria,Veracruz de Ignacio de la Llave,2018,1030307
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2008,124563
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2009,92157
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2010,95634
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2011,100027
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2012,111584
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2013,110448
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2014,125922
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2015,130646
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2016,137272
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2017,200953
312,Industria de las bebidas y el tabaco,Veracruz de Ignacio de la Llave,2018,201506
315,Fabricación de prendas de vestir,Veracruz de Ignacio de la Llave,2008,51899
